prdtName,Brand,url,rating-info,price,ingredients,skin_type,amount,type
AESTURA Derma UV365 Barrier Hydro Mineral Sunscreen 40ml Set (+20ml),AESTURA,https://global.oliveyoung.com/product/detail?prdtNo=GA240624151,4.6,US$32.80,"Water, Zinc Oxide, Cyclohexasiloxane, Propanediol, Butyloctyl Salicylate, Propylheptyl Caprylate, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Caprylyl Methicone, Disiloxane, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Polymethylsilsesquioxane, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Allantoin, Caprylyl Glycol, Glyceryl Caprylate, Ethylhexylglycerin, Sodium Hyaluronate, Ceramide NP, Tocopherol, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid",For all skin types,40ml,Face Sunscreen
d'Alba Waterfull UV Essene Cover-Up Sun Cream Beige 50ml,d'Alba,https://global.oliveyoung.com/product/detail?prdtNo=GA250631436,,US$27.76,"Water, Propanediol, Dibutyl Adipate, Titanium Dioxide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Glycerin, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dipropylene Glycol, Niacinamide, Butyrospermum Parkii (Shea) Butter, Diphenylsiloxy Phenyl Trimethicone, 1,2-Hexanediol, Butylene Glycol, Caprylyl Methicone, Pentylene Glycol, Tridecyl Trimellitate, Sorbitan Laurate, Coco-Caprylate/Caprate, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Acrylates/Steareth-20 Methacrylate Copolymer, Sodium Polyacryloyldimethyl Taurate, Citrus Aurantium Dulcis (Orange) Oil, Ammonium Polyacryloyldimethyl Taurate, Triethoxycaprylylsilane, Iron Oxide Yellow, Polyhydroxystearic Acid, Inulin Lauryl Carbamate, Methylpropanediol, Ethylhexylglycerin, Polyglyceryl-4 Laurate, Polyglyceryl-10 Myristate, Dimethiconol, Trisiloxane, Panthenol, Polyether-1, Citrus Nobilis (Mandarin Orange) Peel Oil, Aluminum Hydroxide, Hydroxypropyl Methylcellulose Stearoxy Ether, Iron Oxide Red, Adenosine, Dilauryl Citrate, Polyglyceryl-5 Polyricinoleate, Disodium EDTA, Houttuynia Cordata Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Litsea Cubeba Fruit Oil, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate, Prunus Persica (Peach) Fruit Extract, Prunus Serrulata Flower Extract, t-Butyl Alcohol, Portulaca Oleracea Extract, Tuber Magnatum Extract, Arginine, Carbomer, Polyglyceryl-10 Laurate, Hydroxypropyltrimonium Hyaluronate, Centella Asiatica Extract, Caesalpinia Spinosa Fruit Extract, Kappaphycus Alvarezii Extract, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Tocopherol, Hydrogenated Lecithin, Bakuchiol, Glutathione, Potassium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate, Oryza Sativa (Rice) Bran Oil, Limonene, Citral, Linalool",For all skin types,50mL,Face Sunscreen
Isntree Hyaluronic Acid Watery Sun Gel Double Set (50mL+50mL),Isntree,https://global.oliveyoung.com/product/detail?prdtNo=GA230920295,4.8,US$31.28,"Water,Butylene Glycol,Ethylhexyl Salicylate,Homosalate,Dibutyl Adipate,Niacinamide,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Cyclopentasiloxane,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Polysilicone-15,Diethylamino Hydroxybenzoyl Hexyl Benzoate,1,2-Hexanediol,Pentylene Glycol,Pinus Pinaster Bark Extract,Ceramide NP,Centella Asiatica Extract,Glycerin,Portulaca Oleracea Extract,Houttuynia Cordata Extract,Olea Europaea (Olive) Fruit Oil,Ficus Carica (Fig) Fruit Extract,Sodium Hyaluronate (500ppm),Ceteth-10,Hydrogenated Lecithin,Decyl Glucoside,Propanediol,Tocopherol,Astaxanthin,Hyaluronic Acid,Sodium Hyaluronate Crosspolymer,Ascorbyl Propyl Hyaluronate, Hydrolyzed Hyaluronic Acid,Hydroxypropyltrimonium Hyaluronate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Sodium Acetylated Hyaluronate,Hydrolyzed Sodium Hyaluronate,Adenosine,Xanthan Gum,Cetyl PEG/PPG-10/1 Dimethicone,Tromethamine,Carbomer,Propylene Glycol,Ethylhexylglycerin *Containing 5% of Hyaluronic Acid 1% Solution",For all skin types,50ml,Face Sunscreen
[Duo Set] numbuzin No. 1 Clear Filter Sun Essence SPF50+ PA++++ 50mL + 50mL Duo Set,numbuzin,https://global.oliveyoung.com/product/detail?prdtNo=GA230518528,4.8,US$24.30,"water, glycyrrhiza glabra (licorice) root water, dibutyl adipate, propanediol, butyloctyl salicylate, ethylhexyl triazone, terephthalylidene dicamphor sulfonic acid, polymethylsilsesquioxane, 1,2-hexanediol, niacinamide, tromethamine, polyglyceryl-3 distearate, butylene glycol, pentylene glycol, cetearyl alcohol, caprylyl methicone, diethylamino hydroxybenzoyl hexyl benzoate, polysilicone-15, glyceryl stearate, bis-ethylhexyloxyphenol methoxyphenyl triazine, potassium cetyl phosphate, methylpropanediol, carbomer, centella asiatica extract, houttuynia cordata extract, acrylates/c10-30 alkyl acrylate crosspolymer, coptis japonica root extract, glyceryl stearate citrate, ethylhexylglycerin, xanthan gum, dextrin, adenosine, polyether-1, madecassoside, gardenia florida fruit extract, biosaccharide gum-1, tocopherol, glycerin, polygonatum officinale rhizome/root extract, lycium chinense fruit extract, velvet extract, ophiopogon japonicus root extract, polygonum multiflorum root extract, astragalus membranaceus root extract, laminaria japonica extract, aloe barbadensis leaf extract, dioscorea japonica root extract, anastatica hierochuntica extract, ulmus davidiana root extract, atractylodes lancea root extract, viola mandshurica flower extract, dimethylsilanol hyaluronate, hydrolyzed hyaluronic acid, hydrolyzed sodium hyaluronate, sodium hyaluronate, hyaluronic acid, potassium hyaluronate, sodium hyaluronate crosspolymer, hydroxypropyltrimonium hyaluronate, sodium hyaluronate dimethylsilanol, sodium acetylated hyaluronate, hyacinthus orientalis (hyacinth) extract",For all skin types,50ml*2,Face Sunscreen
Anua Heartleaf Silky Moisture Sun Cream 50mL + 10mL Special Set,Anua,https://global.oliveyoung.com/product/detail?prdtNo=GA230117431,4.8,US$19.90,"Water, Houttuynia Cordata Extract (30%), Dibutyl Adipate, Propanediol, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Glycerin, Niacinamide, Caprylyl Methicone, Polymethylsilsesquioxane, Tromethamine, Polyglyceryl-3 Distearate, Cetearyl Alcohol, 1,2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polysilicone-15, Diospyros Kaki Leaf Extract, Anastatica Hierochuntica Extract, Vitis Vinifera (Grape) Fruit Extract, Carthamus Tinctorius (Safflower) Flower Extract, Coffea Arabica (Coffee) Seed Extract, Polygonum Cuspidatum Root Extract, Camellia Sinensis Leaf Extract, Castanea Crenata (Chestnut) Shell Extract, Zanthoxylum Piperitum Fruit Extract, Panthenol, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Methylpropanediol, Carbomer, Butylene Glycol, Glyceryl Stearate Citrate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Adenosine, Polyether-1, Biosaccharide Gum-1",For all skin types,50ml+10ml,Face Sunscreen
Beauty of Joseon Relief Sun Aqua-fresh Rice+B5 (SPF50+ PA++++) 50mL,Beauty of Joseon,https://global.oliveyoung.com/product/detail?prdtNo=GA240825222,4.8,US$18.00,"Water, Oryza Sativa (Rice) Seed Water, Dibutyl Adipate, Butyloctyl Salicylate, Ethylhexyl Triazone, Drometrizole Trisiloxane, Polyglyceryl-3 Distearate, Terephthalylidene Dicamphor Sulfonic Acid, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Tromethamine, 1,2-Hexanediol, Panthenol, Pentylene Glycol, Glyceryl Stearate, Silica, Caprylyl Methicone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Propanediol, Potassium Cetyl Phosphate, Poly C10-30 Alkyl Acrylate, Methylpropanediol, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ethylhexylglycerin, Xanthan Gum, Glycerin, Polyether-1, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Polyquaternium-51, Camellia Sinensis Leaf Water, Hydrogenated Lecithin, Beta-Glucan, Biosaccharide Gum-1, Inositol, Tocopherol, Ferulic Acid, Oryza Sativa (Rice) Bran Oil, Citric Acid, Ceramide NP, Phytosphingosine, Sodium Hyaluronate, Rice Amino Acids, Rice sh-Oligopeptide-1",All types,50ml,Face Sunscreen
INNISFREE Green Tea Hyaluronic Sun Serum 50ml 1+1 Set,INNISFREE,https://global.oliveyoung.com/product/detail?prdtNo=GA250530821,4.9,US$26.68,"Water, Diethylhexyl Succinate, Propanediol, Drometrizole Trisiloxane Ethylhexyl Triazone, Niacinamide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Behenyl Alcohol, Tromethamine, Sodium Polyacryloyldimethyl Taurate, Phenyl Trimethicone, Caprylyl Methicone, Polyacrylate Crosspolymer-6, Arachidyl Alcohol, Hyaluronic Acid (2,202 ppm), Potassium Cetyl Phosphate, Butylene Glycol, Lactobacillus Ferment Lysate, Ethylhexylglycerin, Caprylyl Glycol, Panthenol, Arachidyl Glucoside, Adenosine, Glycerin, Sodium Hyaluronate (260 ppm), Allantoin, Sodium Metaphosphate, Madecassoside, Ceramide NP, Glyceryl Oleate, Tocopherol, Lecithin, Lauryl Glucoside, Polyglyceryl-6 Laurate, Myristyl Glucoside, Hydrolyzed Hyaluronic Acid (10 ppm), Camellia Sinensis Leaf Extract (8 ppm), Sodium Hyaluronate Crosspolymer (4 ppm), Xanthan Gum, Sodium Acetylated Hyaluronate (0.2 ppm), Acetyl Tetrapeptide-2",For all skin types,50ml+50ml,Face Sunscreen
SKIN1004 Madagascar Centella Hyalu-Cica Water-Fit Sun Serum 50mL,SKIN1004,https://global.oliveyoung.com/product/detail?prdtNo=GA220715346,4.8,US$18.70,"Water, Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Niacinamide, Coco-Caprylate/Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, 1,2-Hexanediol, Butylene Glycol, Centella Asiatica Extract (9800ppm), Betula Platyphylla Japonica Bark Extract, Ginkgo Biloba Leaf Extract, Camellia Sinensis Leaf Extract, Triticum Vulgare (Wheat) Sprout Extract, Medicago Sativa (Alfalfa) Extract, Brassica Oleracea Italica (Broccoli) Sprout Extract, Eruca Sativa Leaf Extract, Camellia Japonica Leaf Extract, Sodium Hyaluronate (10ppm), Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Adenosine, Xanthan Gum, t-Butyl Alcohol, Tocopherol, Hydrolyzed Hyaluronic Acid (1ppm), Inositol, Hyaluronic Acid (0.01ppm), Pentylene Glycol, Ethylhexylglycerin",For all skin types,50ml,Face Sunscreen
Dr.G Green Mild Up Sun+ Special Set,Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA230217716,4.6,US$22.95,"1. Green Mild Up Sun+ 50mL (Main+Free Gift)
Water, Zinc Oxide, Propanediol, Butyloctyl Salicylate, Propylheptyl Caprylate, Coco-Caprylate/Caprate, Cyclohexasiloxane, Caprylyl Methicone, Isododecane, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Trimethicone, Methyl Methacrylate Crosspolymer, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Glyceryl Caprylate, Caprylyl Glycol, Ethylhexylglycerin, Sodium Hyaluronate, Butylene Glycol, Tocopherol, Centella Asiatica Extract, Caesalpinia Spinosa Fruit Extract, Pinus Pinaster Bark Extract, Kappaphycus Alvarezii Extract, 7-Dehydrocholesterol, Houttuynia Cordata Extract, Ectoin, Buddleja Officinalis Flower Extract, Lactobacillus Ferment, Hydroxycinnamic Acid, Rutin",For all skin types,50mL+20mL (Free Gift) / 50ml + 50ml,Face Sunscreen
Beauty of Joseon Ginseng Moist Sun Serum 50mL,Beauty of Joseon,https://global.oliveyoung.com/product/detail?prdtNo=GA230518751,4.5,US$16.80,"Water, Panax Ginseng Root Extract, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethanol, Acrylates Copolymer, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Ethylhexyl Triazone, Niacinamide, Phenethyl Benzoate, Panax Ginseng Berry Extract, Panax Ginseng Extract, Panax Ginseng Leaf/Stem Extract, Silica, Methylpropanediol, Olea Europaea (Olive) Fruit Oil, Amyris Balsamifera Bark Oil, Angelica Archangelica Root Oil, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Jasminum Officinale (Jasmine) Flower Water, Panax Ginseng Root Extract, Isoamyl p-Methoxycinnamate, Polysilicone-15, Polymethylsilsesquioxane, 1,2-Hexanediol, Dibutyl Lauroyl Glutamide, Pentylene Glycol, Dibutyl Ethylhexanoyl Glutamide, Ammonium Acryloyldimethyltaurate/VP Copolymer/ Sodium Acrylates Crosspolymer-2, Sodium Polyacryloyldimethyl Taurate, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Hydroxyacetophenone, Adenosine, Glycerin, Butylene Glycol, Ethyl Hexanediol, Tocopherol, Ethylhexylglycerin, Xanthan Gum, Disodium EDTA",For all skin types,50ml,Face Sunscreen
House of Hur Weightless Sun Fluid 50ml,House of Hur,https://global.oliveyoung.com/product/detail?prdtNo=GA250329724,4.8,US$15.20,"Water, Dibutyl Adipate, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Silica, Butylene Glycol, Methylpropanediol, Tromethamine, Polyglyceryl-3 Distearate, 1,2-Hexanediol, Caprylyl Methicone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Honey Extract, Polysilicone-15, Ammonium Acryloyldimethyltaurate/VP Copolymer, Potassium Cetyl Phosphate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Pentylene Glycol, Citrus Junos Fruit Extract, Polyacrylate Crosspolymer-6, Hydroxyacetophenone, Polyether-1, Glyceryl Stearate Citrate, Disodium EDTA, Ethylhexylglycerin",all skin type,50ml,Face Sunscreen
AESTURA Derma UV365 Barrier Hydro Mineral Sunscreen 40mL,AESTURA,https://global.oliveyoung.com/product/detail?prdtNo=GA230317843,4.7,US$32.80,"Water, Zinc Oxide, Cyclohexasiloxane, Propanediol, Butyloctyl Salicylate, Propylheptyl Caprylate, Isododecane, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Caprylyl Methicone, Disiloxane, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Polymethylsilsesquioxane, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Allantoin, Caprylyl Glycol, Glyceryl Caprylate, Ethylhexylglycerin, Sodium Hyaluronate, Ceramide NP, Tocopherol, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid",For all skin types,40ml,Face Sunscreen
Purito Seoul Daily Soft Touch Sunscreen SPF50+ PA++++ 60mL,Purito Seoul,https://global.oliveyoung.com/product/detail?prdtNo=GA240624170,4.9,US$17.60,"Water, Propanediol, Dibutyl Adipate, Dicaprylyl Carbonate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Amylopectin, Butylene Glycol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Glycerin, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Sodium Acrylates Crosspolymer-2, Carbomer, Tromethamine, Decyl Glucoside, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, (-)-alpha-bisabolol, Panthenol, Caprylhydroxamic Acid, Centella Asiatica Extract, Tocopherol, Ceramide NP, Dipropylene Glycol, Cholesterol, Propylene Glycol, Xanthan Gum, Glyceryl Stearate, Ceramide AS, Ceramide AP, Ceramide NS, Hydrogenated Lecithin, Ceramide EOP",For all skin types,60 mL,Face Sunscreen
[Duo Set] numbuzin No. 3 Porcelain Base-skip Tone Up Beige SPF50+ PA++++ 35mL + 35mL Duo Set,numbuzin,https://global.oliveyoung.com/product/detail?prdtNo=GA230518530,4.5,US$21.60,"Water, Zinc Oxide, Cyclohexasiloxane, Propanediol, Propylheptyl Caprylate, Caprylyl Methicone, Trimethylsiloxysilicate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Titanium Dioxide, Niacinamide, Disiloxane, Butyloctyl Salicylate, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Artemisia Capillaris Extract, Glycyrrhiza Glabra (Licorice) Extract, Houttuynia Cordata Extract, Melaleuca Alternifolia (Tea Tree) Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Polymethylsilsesquioxane, Dicaprylyl Carbonate, Glyceryl Caprylate, Caprylyl Glycol, Mica, Aluminum Hydroxide, Ethylhexylglycerin, Perfluorooctyl Triethoxysilane, Tocopherol, Butylene Glycol, Pentylene Glycol, Iron Oxide Yellow, Iron Oxide Red, Iron Oxide Black",For all skin types,35ml*2,Face Sunscreen
ANESSA Perfect UV Sunscreen Skincare Milk 60ml Set (+12ml*Keyring),ANESSA,https://global.oliveyoung.com/product/detail?prdtNo=GA250530860,,US$38.70,"Dimethicone, Water, Zinc Oxide, Ethanol, Diisopropyl Sebacate, Isododecane, Octocrylene, Ethylhexyl Salicylate, C12-15 Alkyl Benzoate, PEG/PPG-9/2 Dimethyl Ether, Zea Mays (Corn) Starch, Talc, Silica, Isopropyl Myristate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Titanium Dioxide, PEG-9 Polydimethylsiloxyethyl Dimethicone, Dextrin Palmitate, Glycerin, Homosalate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Disteardimonium Hectorite, PEG-10 Dimethicone, Isostearic Acid, Triethoxycaprylylsilane, Polyglyceryl-6 Polyricinoleate, Sodium Chloride, Aluminum Hydroxide, Stearic Acid, Trisodium EDTA, PEG-6, Fragrance, Tocopherol, BHT, Butylene Glycol, Bis-Butyldimethicone Polyglyceryl-3, PEG/PPG-14/7 Dimethyl Ether, Sodium Metabisulfite, Trimethylsiloxysilicate, Dipotassium Glycyrrhizate, Camellia Sinensis Leaf Extract, Potentilla Erecta Root Extract, Citrus Unshiu Peel Extract, Sodium Acetylated Hyaluronate, Synthetic Fluorphlogopite, Lauryl Betaine, Soluble Collagen, Phenoxyethanol, Sodium Benzoate, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool",For all skin types,60mL,Face Sunscreen
Dr.G Vita Clear Sun Serum 50ml,Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA250329210,4.8,US$20.23,"Water, Niacinamide (50,000ppm), Propanediol, Ethylhexyl Salicylate, Butylene Glycol, Dipropylene Glycol, Ethylhexyl Triazone, Ethanol, Butyloctyl Salicylate, Dibutyl Adipate, Octocrylene, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Terephthalylidene Dicamphor Sulfonic Acid, Silica, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, 1,2-Hexanediol, Pentylene Glycol, Tromethamine, Tocopheryl Acetate (5,500ppm), Caprylyl Methicone, Polymethylsilsesquioxane, Dibutyl Ethylhexanoyl Glutamide, Dibutyl Lauroyl Glutamide, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Carbomer, Hydroxyacetophenone, Fragrance, Dehydroxanthan Gum Polyacrylate Crosspolymer-6, Microcrystalline Cellulose, Adenosine, Sphingomonas Ferment Extract, Hippophae Rhamnoides Oil, Biosaccharide Gum-1, Sodium Phytate, Cellulose Gum, Ethylhexylglycerin, Ascorbyl Tetraisopalmitate (1ppm), Glycerin, Polyglyceryl-10 Laurate, Glutathione, Hydrogenated Lecithin",For all skin types,50ml,Face Sunscreen
beauty of joseon Matte sun stick : Mugwort + Camelia Double Pack,Beauty of Joseon,https://global.oliveyoung.com/product/detail?prdtNo=GA240825347,4.8,US$27.00,"Methyl Methacrylate Crosspolymer, Synthetic Wax, Dibutyl Adipate, Coco-Caprylate/Caprate, Isopropyl Palmitate, Caprylyl Methicone, Caprylyl Trimethicone, Ethylhexyl Palmitate, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Boron Nitride, Butyloctyl Salicylate, Ethylhexyl Triazone, Microcrystalline Wax, Polysilicone-15, Vinyl Dimethicone, Camellia Japonica Seed Oil, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Melia Azadirachta Bark Extract, Ocimum Sanctum Leaf Extract, Moringa Oleifera Seed Oil, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Amber Powder, Aloe Barbadensis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Artemisia Capillaris Extract, Camellia Sinensis Leaf Extract, Camellia Sinensis Seed Oil, Hyaluronic Acid, Bambusa Vulgaris Extract, Centella Asiatica Extract, Morinda Citrifolia Extract, Vigna Radiata Seed Extract, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Water, 1,2-Hexanediol, Panthenol, Butylene Glycol, Propanediol, Glycerin, Methylpropanediol, Ethylhexylglycerin",For all skin types,18g*2ea,Face Sunscreen
Dr.G Brightening Up Sun+ Special Set,Dr.G,https://global.oliveyoung.com/product/detail?prdtNo=GA230217717,4.8,US$24.47,"1. Dr.G Brightening Up Sun+ 50mL (Main+Free Gift)

Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Zinc Oxide (CI 77947), Cyclohexasiloxane, Ethylhexyl Salicylate, Butylene Glycol, Methyl Methacrylate Crosspolymer, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Titanium Dioxide (CI 77891), Dipropylene Glycol, Ethylhexyl Palmitate, Niacinamide, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sorbitan Isostearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Methicone, Pinus Pinaster Bark Extract, Caesalpinia Spinosa Fruit Extract, Kappaphycus Alvarezii Extract, Vitis Vinifera (Grape) Seed Oil, Buddleja Officinalis Flower Extract, Diospyros Kaki Leaf Extract, Camellia Sinensis Leaf Extract, Dimethicone, Disteardimonium Hectorite, Polymethylsilsesquioxane, Magnesium Sulfate, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Aluminum Hydroxide, Stearic Acid, Caprylyl Glycol, Glyceryl Caprylate, Polymethyl Methacrylate, Triethoxycaprylylsilane, 1,2-Hexanediol, Propanediol, Disodium EDTA, Polyvinyl Alcohol, Iron Oxide Yellow (CI 77492 ), Iron Oxide Red (CI 77491)",For all skin types,50mL+20mL (Free Gift) /50mL+50mL,Face Sunscreen
Isntree Hyaluronic Acid Watery Sun Gel 50mL,Isntree,https://global.oliveyoung.com/product/detail?prdtNo=GA220815815,4.8,US$18.30,"Water,Butylene Glycol,Ethylhexyl Salicylate,Homosalate,Dibutyl Adipate,Niacinamide,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Cyclopentasiloxane,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Polysilicone-15,Diethylamino Hydroxybenzoyl Hexyl Benzoate,1,2-Hexanediol,Pentylene Glycol,Pinus Pinaster Bark Extract,Ceramide NP,Centella Asiatica Extract,Glycerin,Portulaca Oleracea Extract,Houttuynia Cordata Extract,Olea Europaea (Olive) Fruit Oil,Ficus Carica (Fig) Fruit Extract,Sodium Hyaluronate (500ppm),Ceteth-10,Hydrogenated Lecithin,Decyl Glucoside,Propanediol,Tocopherol,Astaxanthin,Hyaluronic Acid,Sodium Hyaluronate Crosspolymer,Ascorbyl Propyl Hyaluronate, Hydrolyzed Hyaluronic Acid,Hydroxypropyltrimonium Hyaluronate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Sodium Acetylated Hyaluronate,Hydrolyzed Sodium Hyaluronate,Adenosine,Xanthan Gum,Cetyl PEG/PPG-10/1 Dimethicone,Tromethamine,Carbomer,Propylene Glycol,Ethylhexylglycerin *Containing 5% of Hyaluronic Acid 1% Solution",For all skin types,50ml,Face Sunscreen
